profile_id,worker_id,raw_description,embedding,created_at
230,230,Experienced microwave repair with 13 years of experience. Speaks Malayalam. Available to travel up to 7 km. Current rating is 3.7.,,2025-06-19
231,231,Experienced tree trimming with 7 years of experience. Speaks Tamil. Available to travel up to 23 km. Current rating is 3.88.,,2025-02-03
232,232,Experienced lawn maintenance with 6 years of experience. Speaks Malayalam. Available to travel up to 9 km. Current rating is 4.47.,,2025-12-10
233,233,Experienced tailor with 1 years of experience. Speaks Hindi. Available to travel up to 19 km. Current rating is 3.77.,,2025-07-19
234,234,Experienced door repair with 0 years of experience. Speaks Telugu. Available to travel up to 21 km. Current rating is 4.67.,,2025-05-01
235,235,Experienced cook with 19 years of experience. Speaks English. Available to travel up to 49 km. Current rating is 4.33.,,2025-05-25
236,236,Experienced cook with 3 years of experience. Speaks Tamil. Available to travel up to 6 km. Current rating is 4.88.,,2025-03-26
237,237,Experienced switch repair with 15 years of experience. Speaks Kannada. Available to travel up to 29 km. Current rating is 4.86.,,2025-11-08
238,238,Experienced leak detection with 17 years of experience. Speaks Malayalam. Available to travel up to 47 km. Current rating is 4.14.,,2025-10-21
239,239,Experienced house cleaning with 17 years of experience. Speaks Tamil. Available to travel up to 31 km. Current rating is 3.97.,,2025-12-12
240,240,Experienced switch repair with 11 years of experience. Speaks Telugu. Available to travel up to 8 km. Current rating is 4.25.,,2025-11-09
241,241,Experienced mason with 8 years of experience. Speaks Telugu. Available to travel up to 37 km. Current rating is 4.79.,,2025-11-14
242,242,Experienced security guard with 10 years of experience. Speaks Kannada. Available to travel up to 28 km. Current rating is 4.9.,,2025-11-20
243,243,Experienced mason with 7 years of experience. Speaks Kannada. Available to travel up to 22 km. Current rating is 4.07.,,2025-04-13
244,244,Experienced catering with 0 years of experience. Speaks English. Available to travel up to 38 km. Current rating is 4.16.,,2025-12-14
245,245,Experienced brick work with 9 years of experience. Speaks Kannada. Available to travel up to 11 km. Current rating is 4.9.,,2025-12-01
246,246,Experienced water tank installation with 16 years of experience. Speaks Telugu. Available to travel up to 14 km. Current rating is 4.07.,,2025-05-09
247,247,Experienced refrigerator repair with 5 years of experience. Speaks Kannada. Available to travel up to 19 km. Current rating is 5.0.,,2025-06-05
248,248,Experienced catering with 4 years of experience. Speaks Telugu. Available to travel up to 37 km. Current rating is 3.86.,,2025-04-27
249,249,Experienced pipe repair with 19 years of experience. Speaks Telugu. Available to travel up to 21 km. Current rating is 3.63.,,2025-07-14
250,250,Experienced makeup artist with 9 years of experience. Speaks Malayalam. Available to travel up to 21 km. Current rating is 4.09.,,2025-09-28
251,251,Experienced makeup artist with 17 years of experience. Speaks English. Available to travel up to 8 km. Current rating is 4.4.,,2025-09-25
252,252,Experienced house cleaning with 5 years of experience. Speaks Malayalam. Available to travel up to 45 km. Current rating is 3.61.,,2025-09-02
253,253,Experienced door repair with 10 years of experience. Speaks Tamil. Available to travel up to 18 km. Current rating is 4.62.,,2025-03-31
254,254,Experienced mason with 3 years of experience. Speaks English. Available to travel up to 34 km. Current rating is 4.39.,,2025-10-13
255,255,Experienced refrigerator repair with 4 years of experience. Speaks Malayalam. Available to travel up to 22 km. Current rating is 4.65.,,2025-07-26
256,256,Experienced hair stylist with 16 years of experience. Speaks Malayalam. Available to travel up to 11 km. Current rating is 3.74.,,2025-07-22
257,257,Experienced deep cleaning with 17 years of experience. Speaks Malayalam. Available to travel up to 8 km. Current rating is 3.78.,,2025-04-17
258,258,Experienced ac repair with 14 years of experience. Speaks Kannada. Available to travel up to 29 km. Current rating is 4.83.,,2025-06-02
259,259,Experienced washing machine repair with 16 years of experience. Speaks Tamil. Available to travel up to 34 km. Current rating is 3.65.,,2025-03-28
260,260,Experienced movers with 13 years of experience. Speaks Kannada. Available to travel up to 26 km. Current rating is 4.85.,,2025-09-30
261,261,Experienced cloth stitching with 19 years of experience. Speaks English. Available to travel up to 28 km. Current rating is 3.97.,,2025-04-23
262,262,Experienced water tank installation with 1 years of experience. Speaks Malayalam. Available to travel up to 31 km. Current rating is 4.93.,,2025-03-01
263,263,Experienced beautician with 7 years of experience. Speaks English. Available to travel up to 39 km. Current rating is 4.89.,,2025-04-17
264,264,Experienced brick work with 15 years of experience. Speaks Malayalam. Available to travel up to 15 km. Current rating is 3.92.,,2025-01-29
265,265,Experienced exterior painting with 9 years of experience. Speaks Hindi. Available to travel up to 45 km. Current rating is 4.09.,,2025-07-25
266,266,Experienced switch repair with 16 years of experience. Speaks Kannada. Available to travel up to 50 km. Current rating is 4.69.,,2025-04-23
267,267,Experienced refrigerator repair with 9 years of experience. Speaks Tamil. Available to travel up to 5 km. Current rating is 4.66.,,2025-01-12
268,268,Experienced brick work with 3 years of experience. Speaks Telugu. Available to travel up to 17 km. Current rating is 4.81.,,2025-10-14
269,269,Experienced alteration with 16 years of experience. Speaks Kannada. Available to travel up to 48 km. Current rating is 4.82.,,2025-08-18
270,270,Experienced electrician with 2 years of experience. Speaks Tamil. Available to travel up to 35 km. Current rating is 4.25.,,2025-05-20
271,271,Experienced cook with 8 years of experience. Speaks English. Available to travel up to 8 km. Current rating is 4.14.,,2025-07-29
272,272,Experienced leak detection with 16 years of experience. Speaks Hindi. Available to travel up to 40 km. Current rating is 3.76.,,2025-07-13
273,273,Experienced fan installation with 11 years of experience. Speaks Telugu. Available to travel up to 34 km. Current rating is 4.79.,,2025-09-21
274,274,Experienced packers with 17 years of experience. Speaks Hindi. Available to travel up to 22 km. Current rating is 4.1.,,2025-09-19
275,275,Experienced beautician with 11 years of experience. Speaks Tamil. Available to travel up to 8 km. Current rating is 3.92.,,2025-05-19
276,276,Experienced wall painting with 15 years of experience. Speaks Malayalam. Available to travel up to 41 km. Current rating is 4.2.,,2025-11-08
277,277,Experienced washing machine repair with 7 years of experience. Speaks Telugu. Available to travel up to 48 km. Current rating is 3.86.,,2025-09-10
278,278,Experienced alteration with 8 years of experience. Speaks Telugu. Available to travel up to 48 km. Current rating is 4.92.,,2025-12-03
279,279,Experienced wood polishing with 3 years of experience. Speaks English. Available to travel up to 19 km. Current rating is 4.98.,,2025-01-30
280,280,Experienced beautician with 10 years of experience. Speaks Malayalam. Available to travel up to 29 km. Current rating is 4.32.,,2025-07-28
281,281,Experienced refrigerator repair with 17 years of experience. Speaks English. Available to travel up to 17 km. Current rating is 4.2.,,2025-09-07
282,282,Experienced light installation with 0 years of experience. Speaks Telugu. Available to travel up to 20 km. Current rating is 4.59.,,2025-03-15
283,283,Experienced interior painting with 20 years of experience. Speaks English. Available to travel up to 16 km. Current rating is 3.62.,,2025-09-04
284,284,Experienced house cleaning with 18 years of experience. Speaks Kannada. Available to travel up to 27 km. Current rating is 4.58.,,2025-06-19
285,285,Experienced alteration with 13 years of experience. Speaks Malayalam. Available to travel up to 29 km. Current rating is 4.15.,,2025-06-13
286,286,Experienced microwave repair with 19 years of experience. Speaks Kannada. Available to travel up to 9 km. Current rating is 4.94.,,2025-12-05
287,287,Experienced furniture assembly with 18 years of experience. Speaks Tamil. Available to travel up to 28 km. Current rating is 4.93.,,2025-10-13
288,288,Experienced deep cleaning with 5 years of experience. Speaks Telugu. Available to travel up to 35 km. Current rating is 4.62.,,2025-09-22
289,289,Experienced painter with 2 years of experience. Speaks Telugu. Available to travel up to 47 km. Current rating is 4.86.,,2025-01-20
290,290,Experienced house cleaning with 3 years of experience. Speaks English. Available to travel up to 28 km. Current rating is 4.51.,,2025-04-01
291,291,Experienced painter with 9 years of experience. Speaks Malayalam. Available to travel up to 25 km. Current rating is 4.03.,,2025-09-29
292,292,Experienced beautician with 8 years of experience. Speaks Malayalam. Available to travel up to 7 km. Current rating is 3.77.,,2025-02-08
293,293,Experienced interior painting with 2 years of experience. Speaks Kannada. Available to travel up to 40 km. Current rating is 4.52.,,2025-02-12
294,294,Experienced tailor with 11 years of experience. Speaks Hindi. Available to travel up to 20 km. Current rating is 3.7.,,2025-01-24
295,295,Experienced light installation with 6 years of experience. Speaks Kannada. Available to travel up to 5 km. Current rating is 3.85.,,2025-06-07
296,296,Experienced electrician with 13 years of experience. Speaks English. Available to travel up to 12 km. Current rating is 4.86.,,2025-08-27
297,297,Experienced driver with 3 years of experience. Speaks Malayalam. Available to travel up to 5 km. Current rating is 3.76.,,2025-10-17
298,298,Experienced painter with 0 years of experience. Speaks Telugu. Available to travel up to 18 km. Current rating is 4.49.,,2025-07-28
299,299,Experienced microwave repair with 10 years of experience. Speaks Tamil. Available to travel up to 8 km. Current rating is 4.33.,,2025-05-03
300,300,Experienced driver with 18 years of experience. Speaks Hindi. Available to travel up to 19 km. Current rating is 4.82.,,2025-05-19
301,301,Experienced ac installation with 5 years of experience. Speaks Kannada. Available to travel up to 17 km. Current rating is 4.61.,,2025-03-17
302,302,Experienced concrete work with 4 years of experience. Speaks Malayalam. Available to travel up to 29 km. Current rating is 4.52.,,2025-06-09
303,303,Experienced pipe repair with 2 years of experience. Speaks Kannada. Available to travel up to 43 km. Current rating is 4.12.,,2025-03-02
304,304,Experienced pipe repair with 15 years of experience. Speaks Telugu. Available to travel up to 18 km. Current rating is 4.09.,,2025-05-23
305,305,Experienced bathroom fitting with 16 years of experience. Speaks Telugu. Available to travel up to 42 km. Current rating is 4.49.,,2025-02-21
306,306,Experienced house cleaning with 15 years of experience. Speaks Telugu. Available to travel up to 14 km. Current rating is 4.02.,,2025-10-16
307,307,Experienced refrigerator repair with 16 years of experience. Speaks Malayalam. Available to travel up to 43 km. Current rating is 4.94.,,2025-08-27
308,308,Experienced interior painting with 5 years of experience. Speaks Hindi. Available to travel up to 8 km. Current rating is 4.9.,,2025-06-30
309,309,Experienced catering with 18 years of experience. Speaks English. Available to travel up to 41 km. Current rating is 4.83.,,2025-12-02
