job_id,employer_id,title,description,budget,status,location_id,posted_at
278,491,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,5522,Completed,285,2025-01-21
279,32,Need Brick Work,Looking for an experienced brick work to provide construction services.,3229,Open,158,2025-03-29
280,248,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,9432,Assigned,761,2025-04-21
281,25,Need Cook,Looking for an experienced cook to provide cooking services.,5578,Open,194,2025-04-16
282,356,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,8564,Cancelled,155,2025-06-29
283,246,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,3347,Completed,462,2025-03-08
284,19,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,2355,Completed,440,2025-12-29
285,115,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,9856,Cancelled,248,2025-01-24
286,493,Need Light Installation,Looking for an experienced light installation to provide electrical services.,7946,Completed,21,2025-07-22
287,88,Need Driver,Looking for an experienced driver to provide driving services.,1371,Open,613,2025-01-23
288,219,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,2266,Open,587,2025-12-01
289,121,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,6742,Completed,385,2025-10-29
290,33,Need Painter,Looking for an experienced painter to provide painting services.,7457,Open,23,2025-12-11
291,415,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,1809,Open,775,2025-10-21
292,63,Need Tailor,Looking for an experienced tailor to provide tailoring services.,9361,Completed,778,2025-10-28
293,24,Need Painter,Looking for an experienced painter to provide painting services.,9615,Completed,577,2025-04-07
294,425,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,9304,Open,655,2025-02-04
295,161,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,6080,Open,492,2025-06-26
296,135,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,7510,Completed,135,2025-02-23
297,199,Need Tailor,Looking for an experienced tailor to provide tailoring services.,9075,Assigned,413,2025-05-04
298,108,Need Electrician,Looking for an experienced electrician to provide electrical services.,4678,Assigned,114,2025-04-26
299,305,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,9743,Open,295,2025-03-18
300,155,Need Tailor,Looking for an experienced tailor to provide tailoring services.,1804,Cancelled,636,2025-11-22
301,480,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,2747,Completed,411,2025-02-24
302,368,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,2677,Completed,281,2025-11-28
303,8,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,1449,Completed,210,2025-07-06
304,96,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,5778,Completed,653,2025-05-16
305,490,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,4389,Completed,602,2025-06-05
306,240,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,3046,Completed,234,2025-08-29
307,110,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,4402,Assigned,125,2025-06-17
308,335,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,9535,Assigned,173,2025-02-16
309,114,Need Brick Work,Looking for an experienced brick work to provide construction services.,9242,Completed,262,2025-04-04
310,304,Need Brick Work,Looking for an experienced brick work to provide construction services.,3407,Open,625,2025-01-24
311,261,Need Driver,Looking for an experienced driver to provide driving services.,8597,Open,245,2025-11-19
312,9,Need Movers,Looking for an experienced movers to provide moving services services.,1959,Assigned,777,2025-11-15
313,186,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,1335,Open,677,2025-05-28
314,384,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,3540,Completed,410,2025-03-26
315,23,Need Light Installation,Looking for an experienced light installation to provide electrical services.,1299,Open,152,2025-01-17
316,304,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,5780,Open,532,2025-03-22
317,100,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,5976,Open,183,2025-12-13
318,426,Need Catering,Looking for an experienced catering to provide cooking services.,3809,Open,198,2025-07-27
319,125,Need Gardener,Looking for an experienced gardener to provide gardening services.,9012,Completed,312,2025-08-16
320,368,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,679,Completed,561,2025-09-02
321,331,Need Tailor,Looking for an experienced tailor to provide tailoring services.,7063,Open,61,2025-11-25
322,33,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,3099,Open,106,2025-01-22
323,344,Need Packers,Looking for an experienced packers to provide moving services services.,3271,Open,492,2025-04-23
324,493,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,3443,Open,638,2025-07-17
325,21,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,3418,Completed,752,2025-04-30
326,496,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,8473,Open,508,2025-02-09
327,98,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,4783,Open,728,2025-02-06
328,287,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,9829,Completed,562,2025-10-18
329,53,Need Light Installation,Looking for an experienced light installation to provide electrical services.,4735,Completed,185,2026-01-01
330,346,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,8859,Open,649,2025-10-07
331,279,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,5252,Completed,308,2025-09-04
332,85,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,5840,Open,684,2025-05-21
333,227,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,1907,Completed,734,2025-03-17
334,6,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,5675,Open,464,2025-09-07
335,146,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,2609,Open,376,2025-05-01
336,114,Need Packers,Looking for an experienced packers to provide moving services services.,674,Assigned,592,2025-02-08
337,319,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,1265,Open,182,2025-10-06
338,407,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,2897,Open,452,2025-10-16
339,54,Need Beautician,Looking for an experienced beautician to provide beauty services.,3199,Completed,530,2025-11-23
340,397,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,1985,Open,693,2025-03-17
341,243,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,8432,Open,786,2025-12-29
342,395,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,2475,Open,167,2025-08-29
343,222,Need Alteration,Looking for an experienced alteration to provide tailoring services.,1778,Assigned,409,2025-04-19
344,451,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,9859,Open,37,2025-05-22
345,132,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,3137,Completed,198,2025-01-13
346,301,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,8256,Assigned,385,2025-06-17
347,472,Need Alteration,Looking for an experienced alteration to provide tailoring services.,6951,Assigned,109,2025-10-13
348,61,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,4998,Completed,72,2025-03-31
349,287,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,2149,Completed,492,2025-03-18
350,12,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,9015,Open,601,2025-06-14
351,449,Need Beautician,Looking for an experienced beautician to provide beauty services.,9638,Completed,599,2025-11-23
352,353,Need Electrician,Looking for an experienced electrician to provide electrical services.,5952,Completed,379,2025-02-04
353,299,Need Gardener,Looking for an experienced gardener to provide gardening services.,9453,Assigned,342,2025-05-23
354,437,Need Tailor,Looking for an experienced tailor to provide tailoring services.,3344,Open,294,2025-05-18
355,400,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,3573,Completed,351,2025-10-14
356,273,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,3814,Completed,18,2025-07-05
357,198,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,2663,Completed,389,2025-09-27
358,128,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,8250,Completed,593,2025-04-26
